id,question,A,B,C,D,answerKey,choice_type,exp,subject_name,topic_name
0447b9a2-22ec-449c-8a23-a52c28ac6b34,Which of the following finding are there in iron deficiency anemia?,"| TIBC, | Ferritin, | Transferrin saturation","| TIBC, | Ferritin, | Transferrin saturation","| TIBC, | Ferritin, | Transferrin saturation","| TIBC, | Ferritin, | Transferrin saturation",A,single,"The diagnosis of iron deficiency anemia ultimately rests on laboratory studies. The serum iron and ferritin are low, and the total plasma iron-binding capacity (reflecting elevated transferrin levels) is high. Low serum iron with increased ironbinding capacity results in a reduction of transferrin saturation to below 15%. Reduced iron stores inhibit hepcidin synthesis, and its serum levels fall.",Pathology,AIIMS 2019
1a29fc79-3d2d-40a4-82ca-0f2860d9958a,In a patient with Hepatitis B infection. Which one of the markers will be increased?,HbsAg,HbcAg,Anti HbsAg IgG,Anti HbcAg IgG,D,single,Answer- D. Anti HbcAg IgGBest marker for diagnosing acute hepatitis B is IgM anti-HBc as it is found only in the acute phase of hepatitis B (In chronic hepatitis IgG anti-HBc is found).,Pathology,
725d9973-1082-4c9b-b4fb-9c63a4615e63,Postherpetic neuralgia is defined as pain lasting beyond how many weeks?,1 week,2 weeks,3 weeks,4 weeks,D,single,"Ans: D. 4 weeks(Ref Fitzpatrick 6/e p2302, 7/e p490-493, 1873-1898; Rooks 8/e p33.14-33.22; Roxburgh 18/e p52-54).Post-herpetic neuralgia (PHN):Most common & impoant neurologic complications of herpes zoster.Defined as pain after the rash has healed or pain 1 month or 3 months after rash onset.Best answer would be 4 weeks.",Skin,
67add9f9-94b5-40b2-904d-fb4965fb8309,In Erythroblastosis fetalis not involved is –,Anti C,Anti D,Anti E,Anti Lewis,D,single,"Erythroblastosis fetalis is caused by the transplacental passage of maternal antibody active against paternal RBC antigens of the infant and is characterized by an increased rate of RBC destruction.
Although more than 60 different RBC antigens are capable of eliciting an antibody response, significant disease is associated primarily D antigen of Rh group and with A 0 incompatibility.
Other rare antigens involved are -


C or E antigen of Rh group
RBC antigens - Cw, Cx, Cu, K (kell), M, Duffy, S, P, MNS, Xg, Lutheran, Diego and Kidd.


Anti-Lewis antibodies do not cause disease.",Pediatrics,
ace77d98-571a-4ba0-b073-881b622dcffa,All of the following bones are the pas of inferior wall of orbit except:,Ethmoid,Maxillary,Palatine,ZygomaticWhile,A,multi,"Answer- A (Ethmoid)Kanski 5/e p558'The inferior wall of orbit consists of three bones: zygomatic, maxillary, and palatinea'.Boundaries of the OrbitRoofLesser wing of the sphenoidOrbital plate of the plateLateral wallGreater wing of the sphenoidZygomaticInferior wallZygomaticMaxillaryPalatineMedial wallFrontal process of the maxillaLacrimalEthmoidBoby of sphenoid",Anatomy,
e7b48941-5b2f-44c8-b52d-174c1ef47eec,Non- working contact is needed in all except:,Natural dentition.,Complete denture.,Distal extension RPDs,None.,A,multi,In natural dentition non working contact is most damaging hence should be removed as soon as possible.,Dental,
90e1de32-990e-4ebe-8e95-4934cd98e601,A middle aged male patient presents with fever and diarrhea for 1 week and acute onset pain abdomen for 6 hours. An erect abdominal X-ray was taken as shown. What is the likely diagnosis?,Pseudomembranous colitis,Adenocarcinoma colon,Pneumatosis intestinalis,Toxic megacolon,D,single,"Answer- D. Toxic megacolonToxic megacolon is a serious life-threatening condition that can occur in patients with ulcerative colitis, Crohn'scolitis, and infectious colitides such as pseudomembranous colitisThis decompensation results in a necrotic thin-walled bowel in which pneumatosisa can often be seen radiographically.Diagnosis:Plain abdominal radiographs are critical for diagnosing toxic megacolon and for following its course.Transverse colon is usually the most dilated >6 cm on supine films.Mutiple air-fluid levels in the colon are common; normal colonic haustlal pattern is either absent or severely disturbed.",Surgery,
0545a2b0-b535-46ee-843b-a8adf5c97c40,Ludwig's angina is characterized by,Raised tongue,Elevation of ear lobe,Trismus,Unilateral swelling,A,single,,Surgery,
b8fad18b-75df-42b6-b06d-8902a10f6e16,Which of the following is not a feature of Juvenile Idiopathic Arthritis –,Rheumatoid nodule,Spikes of high fever,Uveitis,Raynaud's phenomenon,D,single,"Juvenile idiopathic arthritis

Juvenile idiopathic arthritis is broad term that describes a clinically heterogenous group of arthritides of unknown cause, which begin before 16 years of age.
This term encompasses several disease categories : -

1. Juvenile rheumatoid arthritis (see previous explanations) : -
i) Pauciarticular (oligoarticular) JRA
ii) Poly-articular JRA

RA. factor (+) ye
RA factor (-) ye

iii) Systemic JRA

Juvenile psoriatic arthritis
Juvenile enthesitis related arthritis (ERA)

​Subgroups of Juvenile Idiopathic Arthritis (JIM",Pediatrics,
87a02021-923f-4cd0-b93d-bfb486c0aa29,"One day after complete mouth extraction, blue black spots are seen on the neck of the patients. These spots indicate:",Thrombocytopenic purpura,Postoperative ecchymosis,Impaired blood circulation,Cellulitis,B,single,,Surgery,
e4e65063-c1b6-43c7-9dbc-f18bffde95aa,Condensation shrinkage of porcelain during firing depends on:,Rate of arriving at firing temperature.,Uniformity of particle size.,Shape and size of particle.,Type of investment used,C,single,Firing shrinkage occurs due to loss of water and densification through sintering. It is about 40% by volume. This can be reduced by proper condensation and firing technique. The higher the firing temperature the greater is the firing shrinkage.,Dental,
7be32b1f-e535-4f51-95e1-2dc3d223d9bc,The first sensation to be lost following administration of local anesthetic is,Proprioception,Pain,Touch,Temperature,B,single,,Surgery,
08b59e2f-a96d-4e2a-b21b-b5292982e74a,Role of Negative reinforcement:,Makes negative to positive,Makes positive to negative,Makes negative to more negative,None of the above,C,multi,"Negative reinforcer is withdrawal of thing which increases the frequency of positive behavior. It makes negative to positive.
Negative reinforcement makes negative to more negative, means if the patient shows tamper tantrum, you send the patient back without treatment, this will be negative reinforcement for him to escape from situation.",Dental,
d8a98adf-739e-4e14-9236-e3bb4f0cd91e,Which of the following is a dye used for dentinal caries detection:,Calcein,Zygo ZL-22.,Fuschin.,Acid red system.,D,single,"Dyes used in caries detection are: 
Enamel caries 

Calcein
 Zygo ZL-22
Fuschin

Dentinal caries  

 Acid red system
α - Aminoacridine",Dental,
69ada823-ae84-4aa7-ae5e-ec757ce1da97,"In mandibular angle fracture, which is most appropriate treatment?",1 mini plate on oblique ridge,2 mini plates on lateral surface of mandible,Compression plates,Reconstruction plates,A,single,,Surgery,
700fb2a4-66cc-4d8e-890d-c8d0840b287f,Tracheostomy will:,Increase dead air space,Increase respiratory resistance,Decrease respiratory work,Cause obstruction in respiration,C,single,,Surgery,
86155521-ea6f-485e-b258-14c51d44578e,"A 19-year-old woman presented with primary amenorrhea, sho stature, webbed neck and widely spaced nipples. Examination showed weak pulses in lower extremity and streak ovaries, raised FSH, no oocyte in histology of ovary. Karyotype most likely to be present:KCET 12; JIPMER 12; AIIMS 13; PGI 13",45XO,47XXY,46XY,46XX,A,single,"Ans. 45XOTurner's syndrome is a genetic disease with a karyotype of 45, X or 46, XX/45, X (mosaicism) or other structural abnormalities of X chromosomes.With conventional chromosomal studies, about 50% of Turner syndrome patients show a 45,X pattern.* Mosaicism of 45,X with other cell lines such as 46,XX, 46,XY, or 47,XXX are common.* Structural abnormalities of an X chromosome (deletions, rings, or translocations), either isolated or mosaic with a 45,X or 46,XX cell line, are also seen.* With modern cytogenetic techniques, mosaicism is increasingly being detected.* The sho stature in Turner syndrome appears to be caused by the absence of one copy of the SHOX gene, which is located on the sho arm of the X chromosome.",Forensic Medicine,
6ace03e9-b26c-455d-a158-71cbf9a0854b,The main vessel involved in bleeding from Juvenile nasopharyngeal angiofibroma:,Facial aery,Ascending pharyngeal aery,Internal maxillary aery,Anterior ethmoidal aery,C,single,"Ans: C. Internal maxillary aery(Ref Dhingra 7/e p281-282, 5/261-263)Juvenile Nasopharyngeal Angiofibroma:MC benign tumor of nasopharynx (but overall angiofibroma rare).MC site:Posterior pa of nasal cavity close to the margin of sphenopalatine foramen.Seen exclusively in males of 10-20 years.Testosterone dependent tumor - Seen in pre-pubeal to adolescent males.Features:Locally invasive vasoformative tumor consisting of endothelium lined vessels with no muscle coat.Main feeding vessel in most cases = Internal maxillary aery.Internal maxillary aery - External carotid aery branch.",ENT,
069b7516-54c4-4e5d-acf7-a7c92fdd2a01,The zygomatic bone does not articulate with:,Frontal bone,Maxillary bone,Nasal bone,Temporal bone,C,single,,Dental,
d3349274-203b-4673-989c-ec86e66bcbab,Motor supply of infrahyoid muscle is:,Branches of cervical plexus,Vagus nerve,Glossopharyngeal nerve,Mandibular nerve,A,single,,Anatomy,
a9593a3b-34bf-4de3-b53b-f9e957a0dad5,Anti D prophylaxis is administered in all except?,MTP at 63 days,Amniocentesis at 16 weeks,Manual removal of placenta,Intra-uterine transfusion 28 weeks,D,multi,"Ans. D. Intra uterine transfusionAnti D prophylaxis is not given after intrauterine transfusion.Intrauterine transfusion is done to prevent the fetus from dying.If the hydropic fetus is too immature for early delivery, intrauterine transfusion is done.Transfusion is done through intraperitoneal and intravascular routes.This is performed using O-negative, cytomegalovirus negative, washed irradiated packed red cell.The volume to be transfused is roughly calculated by the formula: (weeks of gestation-20) multiplied by 10.Transfusion is repeated whenever fetal hemoglobin levels falls below 10gm/dl.",Gynaecology & Obstetrics,
5fd61c9e-450e-415b-a055-24f62de4cdd6,In case of wider osteotomy planned happen which should not be done,Press buccal and lingual plate,Wider implant,Bone graft plus implant,Deep osteotomy,B,single,,Dental,
99f70efa-2951-4dfb-ba1a-e4d9b7a0b08e,Which of these statements is true about Rashtriya Swasthya Bima Yojana?,Cashless benefit on presenting smacard and fingerprints,Valid for up to 4 family members,Can be used only in 1 district,Treatment only in government hospitals,A,multi,Ans: A. Cashless benefit on presenting smacard and fingerprintsRashtriya Swasthya Bima Yojana (RSBY):Government- run health insurance scheme for the Indian poor.It provides fir cashless insurance for hospitalization in public as well as private hospitals.Provide health insurance coverage for Below Povey Line (BPL) families.Objective is to provide protection to BPL households from financial liabilities arising out of health shocks that involve hospitalization.,Social & Preventive Medicine,
09a9c89f-3985-4790-9278-aee1710c59eb,"A Patient is having Ph- 7.12, HCO3- 28 and PCO2- S0mmhg. What is the acid base disorder in this patient?",Metabolic acidosis with respiratory compensation,Metabolic alkalosis with respiratory compensation,Respiratory acidosis with renal compensation,Respiratory alkalosis with renal compensation,C,single,Ans: C. Respiratory acidosis with renal compensationpH-7.12 so its acidosis.PCO2 is 5o mmHg (normal range 35-45 mmHg) which is higher than the normal s/o respiratory acidosis.HCO3- is 28 mmol/L (18-24 mmol/L) which is higher than the normal range s/o metabolic compensated alkalosis.,Medicine,
91a17b74-aed0-4875-8808-3561874556ed,Which is not true,Actinomycin D is a mono clonal antibody,Actinomycin D is not a cell specific but It's a cell cycle specific,Vinblastine is not a cell specific but its a cycle/phase specific,None of above,B,multi,,Dental,
3c0e960b-7757-45aa-a7e9-98c238eed3e7,Most common site of zygomatic arch fracture is:,Anterior to Zygomaticotemporal suture,Posterior to Zygomaticotemporal suture,Zygomaticotemporal suture,No specific location,B,single,"The zygomatic bone usually fractures in the region of the  zygomaticofrontal  suture, the  zygomaticotemporal suture and the zygomaticomaxillary suture. It is unusual for the zygomatic bone itself to be fractured, but in extreme violence, the bone may be comminuted or split across. Most common site of zygomatic arch fracture is posterior to Zygomaticotemporal suture.
The isolated zygomatic arch fracture may occur without displacement of the zygomatic bone.
Ref: Oral and maxillofacial surgery , Neelima Anil Malik 4th ed page no 534",Surgery,
da743fb8-1db4-4fee-9e20-351d78dc60c9,"Presented edema, oliguria and frothy urine. He has no past history of similar complaints. On examination, his urine was positive for 3+ proteinuria, no RBCs/WBCs and no casts. His serum albumin was 2.5 gm/L and serum creatinine was 0.5 mg/dL. The most likely diagnosis is:",Minimal change disease,IgA nephropathy,Interstitial nephritis,Membranous nephropathy,A,single,"Ans: A.Minimal change disease(Ref Harrison 19/e p184, 18/2345)Most likely diagnosis - Minimal change disease.Minimal Change Disease:Peak age of onset = Between 6-8 years of age (usually <10 years)Type of onset = InsidiousTypical presentation = Nephrotic syndromeHallmark of Nephrotic syndrome =Peripheral edema.Occurs when serum albumin levels < 3 gm/dlLaboratory findings = Proteinuria & hypoalbuminemia.",Pediatrics,
